,주소,유동인구
598,충청북도 음성군 원남면 조촌리 1298,0
599,충청북도 음성군 원남면 원중로399번길,2
600,충청북도 음성군 원남면 조촌리,0
601,충청북도 음성군 원남면 조촌리,0
602,충청북도 음성군 원남면 조촌리,0
603,충청북도 음성군 원남면 조촌리,0
604,충청북도 음성군 원남면 조촌리 504-5,0
605,충청북도 음성군 원남면 조촌리 11-1,1
606,충청북도 음성군 원남면 원중로399번길,2
607,충청북도 음성군 원남면 조촌리,0
608,충청북도 음성군 원남면 원중로,48
609,충청북도 음성군 원남면 조촌리,0
610,충청북도 음성군 원남면 조촌리,0
611,충청북도 음성군 원남면 조촌리,0
612,충청북도 음성군 원남면 조촌리 산153,0
613,충청북도 음성군 원남면 원중로399번길,2
614,충청북도 음성군 원남면 조촌리 387-5,0
615,충청북도 음성군 원남면 원중로,48
616,충청북도 음성군 원남면 조촌리,0
617,충청북도 음성군 원남면 원중로,48
618,충청북도 음성군 원남면 조촌리,0
619,충청북도 음성군 원남면 조촌리,0
620,충청북도 음성군 원남면 조촌리,0
621,충청북도 음성군 원남면 원중로399번길,2
622,충청북도 음성군 원남면 조촌리,0
623,충청북도 음성군 원남면 문암리,1
624,충청북도 음성군 원남면 조촌리 산42,0
625,충청북도 음성군 원남면 원중로,48
626,충청북도 음성군 원남면 조촌리,0
627,충청북도 음성군 원남면 조촌리,0
628,충청북도 음성군 원남면 조촌리,0
629,충청북도 음성군 원남면 원중로399번길,2
630,충청북도 음성군 원남면 조촌리,0
631,충청북도 음성군 원남면 조촌리,0
632,충청북도 음성군 원남면 조촌리,0
633,충청북도 음성군 원남면 조촌리 239,0
634,충청북도 음성군 원남면 원중로399번길,2
635,충청북도 음성군 원남면 조촌리 186,0
636,충청북도 음성군 원남면 원중로399번길,2
637,충청북도 음성군 원남면 조촌리,0
638,충청북도 음성군 원남면 조촌리,0
639,충청북도 음성군 원남면 조촌리 716-2,0
640,충청북도 음성군 원남면 조촌리,0
641,충청북도 음성군 원남면 조촌리,0
642,충청북도 음성군 원남면 조촌리 354,0
643,충청북도 음성군 원남면 조촌리 56-3,0
644,충청북도 음성군 원남면 조촌리 601-2,0
645,충청북도 음성군 원남면 조촌리,0
646,충청북도 음성군 원남면 원중로399번길,2
647,충청북도 음성군 원남면 조촌리 801-1,0
648,충청북도 음성군 원남면 원중로311번길,1
649,충청북도 음성군 원남면 조촌리 산181-1,0
650,충청북도 음성군 원남면 조촌리,0
651,충청북도 음성군 원남면 조촌리,0
652,충청북도 음성군 원남면 조촌리 산2,0
653,충청북도 음성군 원남면 조촌리,0
654,충청북도 음성군 원남면 조촌리,0
655,충청북도 음성군 원남면 조촌리 60-3,0
656,충청북도 음성군 원남면 문암리,1
657,충청북도 음성군 원남면 조촌리 1230,0
658,충청북도 음성군 원남면 원중로399번길,2
659,충청북도 진천군 초평면 신통리,0
660,충청북도 음성군 원남면 조촌리,0
661,충청북도 음성군 원남면 조촌리,0
662,충청북도 음성군 원남면 조촌리,0
663,충청북도 음성군 원남면 조촌리 1365,0
664,충청북도 음성군 원남면 원중로,48
665,충청북도 음성군 원남면 조촌리,0
666,충청북도 음성군 원남면 조촌리,0
667,충청북도 음성군 원남면 조촌리,0
668,충청북도 음성군 원남면 조촌리 312,0
669,충청북도 음성군 원남면 조촌리,0
670,충청북도 음성군 원남면 조촌리 1336,0
671,충청북도 음성군 원남면 조촌리,0
672,충청북도 음성군 원남면 원중로,48
673,충청북도 음성군 원남면 조촌리,0
674,충청북도 음성군 원남면 조촌리,0
675,충청북도 음성군 원남면 조촌리 1355,2
676,충청북도 음성군 원남면 조촌리 320,2
677,충청북도 음성군 원남면 원중로399번길,2
678,충청북도 음성군 원남면 조촌리,0
679,충청북도 음성군 원남면 조촌리 1144,0
680,충청북도 음성군 원남면 조촌리 2,0
681,충청북도 음성군 원남면 조촌리,0
682,충청북도 음성군 원남면 조촌리,0
683,충청북도 음성군 원남면 조촌리 산163,0
684,충청북도 음성군 원남면 조촌리,0
685,충청북도 음성군 원남면 조촌리 1154,0
686,충청북도 음성군 원남면 조촌리,0
687,충청북도 음성군 원남면 조촌리,0
688,충청북도 음성군 원남면 원중로399번길,2
689,충청북도 음성군 원남면 조촌리,0
690,충청북도 음성군 원남면 조촌리,0
691,충청북도 음성군 원남면 조촌리 317,0
692,충청북도 음성군 원남면 조촌리,0
693,충청북도 음성군 원남면 원중로,48
694,충청북도 음성군 원남면 문암리,1
695,충청북도 음성군 원남면 조촌리,0
696,충청북도 음성군 원남면 조촌리,0
697,충청북도 음성군 원남면 원중로399번길 245,0
698,충청북도 음성군 원남면 조촌리,0
699,충청북도 음성군 원남면 조촌리,0
700,충청북도 음성군 원남면 조촌리,0
701,충청북도 음성군 원남면 원중로399번길,2
702,충청북도 음성군 원남면 조촌리,0
703,충청북도 음성군 원남면 조촌리,0
704,충청북도 음성군 원남면 조촌리 51-3,0
705,충청북도 음성군 원남면 조촌리,0
706,충청북도 음성군 원남면 조촌리,0
707,충청북도 음성군 원남면 조촌리,0
708,충청북도 음성군 원남면 조촌리 941,0
709,충청북도 음성군 원남면 조촌리,0
710,충청북도 음성군 원남면 원중로399번길,2
711,충청북도 음성군 원남면 원중로,48
712,충청북도 음성군 원남면 조촌리 산148-1,0
713,충청북도 음성군 원남면 원중로,48
714,충청북도 음성군 원남면 조촌리,0
715,충청북도 음성군 원남면 조촌리,0
716,충청북도 음성군 원남면 조촌리 99-2,0
717,충청북도 음성군 원남면 조촌리 1470-1,0
718,충청북도 음성군 원남면 조촌리,0
719,충청북도 음성군 원남면 조촌리 산22,0
720,충청북도 음성군 원남면 조촌리,0
721,충청북도 음성군 원남면 원중로399번길,2
722,충청북도 음성군 원남면 조촌리 299,0
723,충청북도 음성군 원남면 조촌리,0
724,충청북도 음성군 원남면 원중로399번길,2
725,충청북도 음성군 원남면 원중로,48
726,충청북도 음성군 원남면 원중로,48
727,충청북도 음성군 원남면 조촌리,0
728,충청북도 음성군 원남면 원중로,48
729,충청북도 음성군 원남면 원중로,48
730,충청북도 증평군 도안면 연촌리,0
731,충청북도 음성군 원남면 조촌리,0
732,충청북도 음성군 원남면 원중로399번길,2
733,충청북도 음성군 원남면 원중로,48
734,충청북도 음성군 원남면 조촌리 1373,0
735,충청북도 음성군 원남면 조촌리 21-5,0
736,충청북도 음성군 원남면 조촌리,0
737,충청북도 음성군 원남면 원중로399번길,2
738,충청북도 음성군 원남면 조촌리 1412-2,20
739,충청북도 음성군 원남면 조촌리 1026-1,4
740,충청북도 음성군 원남면 조촌리,0
741,충청북도 음성군 원남면 원중로,48
742,충청북도 음성군 원남면 조촌리,0
743,충청북도 음성군 원남면 조촌리,0
744,충청북도 음성군 원남면 조촌리,0
745,충청북도 음성군 원남면 조촌리 산5,0
746,충청북도 음성군 원남면 조촌리,0
747,충청북도 음성군 원남면 조촌리 1041,0
748,충청북도 음성군 원남면 원중로,48
749,충청북도 음성군 원남면 조촌리,0
750,충청북도 음성군 원남면 원중로,48
751,충청북도 음성군 원남면 조촌리,0
752,충청북도 음성군 원남면 조촌리,0
753,충청북도 음성군 원남면 덕정리 산90-1,0
754,충청북도 음성군 원남면 조촌리 248,
755,충청북도 음성군 원남면 조촌리,0
756,충청북도 음성군 원남면 조촌리,0
757,충청북도 음성군 원남면 조촌리,0
758,충청북도 음성군 원남면 조촌리 706-5,0
759,충청북도 음성군 원남면 원중로,48
760,충청북도 진천군 초평면 신통리,0
761,충청북도 음성군 원남면 조촌리,0
762,충청북도 음성군 원남면 조촌리,0
763,충청북도 음성군 원남면 조촌리,0
764,충청북도 증평군 도안면 연촌리,0
765,충청북도 음성군 원남면 조촌리,0
766,충청북도 음성군 원남면 조촌리 1388-18,0
767,충청북도 음성군 원남면 조촌리,0
768,충청북도 음성군 원남면 조촌리,0
769,충청북도 음성군 원남면 원중로399번길,2
770,충청북도 음성군 원남면 조촌리,0
771,충청북도 음성군 원남면 조촌리 225-1,0
772,충청북도 음성군 원남면 원중로399번길,2
773,충청북도 음성군 원남면 조촌리,0
774,충청북도 음성군 원남면 원중로399번길,2
775,충청북도 음성군 원남면 조촌리,0
776,충청북도 음성군 원남면 조촌리 712-1,0
777,충청북도 음성군 원남면 조촌리,0
778,충청북도 음성군 원남면 조촌리,0
779,충청북도 음성군 원남면 조촌리,0
780,충청북도 음성군 원남면 조촌리 산117,0
781,충청북도 음성군 원남면 조촌리 95-3,0
782,충청북도 음성군 원남면 조촌리 256,0
783,충청북도 음성군 원남면 문암리,1
784,충청북도 음성군 원남면 조촌리,0
785,충청북도 음성군 원남면 조촌리,0
786,충청북도 음성군 원남면 조촌리,0
787,충청북도 음성군 원남면 조촌리 산200,0
788,충청북도 음성군 원남면 조촌리,0
789,충청북도 음성군 원남면 원중로,48
790,충청북도 음성군 원남면 조촌리 523,0
791,충청북도 음성군 원남면 원중로399번길,2
792,충청북도 음성군 원남면 조촌리,0
793,충청북도 음성군 원남면 조촌리,0
794,충청북도 음성군 원남면 조촌리,0
795,충청북도 음성군 원남면 조촌리,0
796,충청북도 음성군 원남면 원중로,48
797,충청북도 음성군 원남면 원중로,48
798,충청북도 음성군 원남면 조촌리,0
799,충청북도 음성군 원남면 조촌리,0
800,충청북도 음성군 원남면 조촌리,0
801,충청북도 음성군 원남면 조촌리,0
802,충청북도 음성군 원남면 조촌리,0
803,충청북도 음성군 원남면 조촌리,0
804,충청북도 음성군 원남면 조촌리 1380,0
805,충청북도 음성군 원남면 원중로,48
806,충청북도 음성군 원남면 조촌리 1348,0
807,충청북도 음성군 원남면 원중로,48
808,충청북도 음성군 원남면 조촌리 373,11
809,충청북도 음성군 원남면 조촌리,0
810,충청북도 음성군 원남면 조촌리,0
811,충청북도 음성군 원남면 조촌리,0
812,충청북도 음성군 원남면 조촌리,0
813,충청북도 음성군 원남면 조촌리,0
814,충청북도 증평군 도안면 연촌리,0
815,충청북도 음성군 원남면 원중로,48
816,충청북도 음성군 원남면 원중로,48
817,충청북도 음성군 원남면 조촌리,0
818,충청북도 음성군 원남면 문암리,1
819,충청북도 음성군 원남면 원중로399번길,2
820,충청북도 음성군 원남면 조촌리,0
821,충청북도 음성군 원남면 조촌리,0
822,충청북도 음성군 원남면 원중로,48
823,충청북도 음성군 원남면 원중로399번길,2
824,충청북도 음성군 원남면 조촌리,0
825,충청북도 음성군 원남면 조촌리,0
826,충청북도 음성군 원남면 조촌리,0
827,충청북도 증평군 도안면 연촌리,0
828,충청북도 음성군 원남면 조촌리 산74,0
829,충청북도 음성군 원남면 조촌리,0
830,충청북도 음성군 원남면 조촌리 179,125
831,충청북도 음성군 원남면 조촌리,0
832,충청북도 음성군 원남면 조촌리,0
833,충청북도 음성군 원남면 조촌리 103-1,1
834,충청북도 음성군 원남면 조촌리 산130,0
835,충청북도 음성군 원남면 조촌리 1157,0
836,충청북도 음성군 원남면 조촌리,0
837,충청북도 음성군 원남면 원중로399번길,2
838,충청북도 음성군 원남면 조촌리,0
839,충청북도 음성군 원남면 조촌리,0
840,충청북도 음성군 원남면 조촌리,0
841,충청북도 음성군 원남면 조촌리 637,0
842,충청북도 음성군 원남면 원중로,48
843,충청북도 음성군 원남면 조촌리,0
844,충청북도 음성군 원남면 원중로,48
845,충청북도 음성군 원남면 조촌리 828,0
846,충청북도 음성군 원남면 원중로399번길,2
847,충청북도 음성군 원남면 조촌리 857,3
848,충청북도 음성군 원남면 조촌리,0
849,충청북도 음성군 원남면 조촌리 838,0
850,충청북도 음성군 원남면 조촌리 141-1,0
851,충청북도 음성군 원남면 조촌리,0
852,충청북도 음성군 원남면 조촌리 95-1,0
853,충청북도 음성군 원남면 원중로399번길,2
854,충청북도 음성군 원남면 조촌리,0
855,충청북도 음성군 원남면 조촌리,0
856,충청북도 음성군 원남면 조촌리,0
857,충청북도 음성군 원남면 조촌리,0
858,충청북도 음성군 원남면 원중로399번길,2
859,충청북도 음성군 원남면 조촌리,0
860,충청북도 음성군 원남면 조촌리,0
861,충청북도 음성군 원남면 조촌리 532-2,1
862,충청북도 음성군 원남면 조촌리 776,0
863,충청북도 음성군 원남면 원중로399번길,2
864,충청북도 음성군 원남면 조촌리,0
865,충청북도 음성군 원남면 조촌리,0
866,충청북도 음성군 원남면 조촌리,0
867,충청북도 음성군 원남면 조촌리 산49-4,0
868,충청북도 음성군 원남면 조촌리,0
869,충청북도 음성군 원남면 조촌리 1306-5,0
870,충청북도 음성군 원남면 조촌리,0
871,충청북도 음성군 원남면 조촌리,0
